Unnamed: 0,file_name,ground_truth,StutterType
1728,1578-140045-0001,in the matter of mere pictorial beauty so soon does the soul outgrow its mansions that after once seeing milltown her fancy ran out to the future sight of portland for that having islands and a harbor and two public monuments,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1729,1578-140045-0002,must be far more beautiful than milltown which would she felt take its proud place among the cities of the earth by reason of its tremendous business activity rather than by any irresistible appeal to the imagination,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1730,1578-140045-0003,i tell you harriet beecher stowe herself couldn't a done it better justice i took it all in responded mister cobb who was pleased that mother agreed with him about rebecca i ain't sure but she's goin to turn out somethin remarkable,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1731,1578-140045-0004,land no mother there ain't no home'path bout miss parks she drives all over the country i can't see rebecca as a lady doctor somehow mused missus cobb her gift o gab is what's goin to be the makin of her,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1732,1578-140045-0005,or recite pieces like that portland elocutionist that come out here to the harvest supper i guess she'll be able to write down her own pieces said mister cobb confidently she could make em up faster n she could read em out of a book,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1733,1578-140045-0006,rebecca made a poor hand at composition writing at this time miss dearborn gave her every sort of subject that she had ever been given herself cloud pictures abraham lincoln nature philanthropy slavery intemperance joy and duty,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1734,1578-140045-0007,solitude but with none of them did rebecca seem to grapple satisfactorily write as you talk rebecca insisted poor miss dearborn who secretly knew that she could never manage a good composition herself,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1735,1578-140045-0008,now in your last one on solitude you haven't said anything very interesting and you've made it too common and every day to sound well there are too many yous and yours in it you ought to say one now and then to make it seem more like good writing one opens a favorite book,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1736,1578-140045-0009,one's thoughts are a great comfort in solitude and so on i don't know any more about solitude this week than i did about joy and duty last week grumbled rebecca you tried to be funny about joy and duty said miss dearborn reprovingly so of course you didn't succeed,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1737,1578-140045-0010,of recollection joy and duty had been the inspiring subject given to the older children for a theme to be written in five minutes rebecca had wrestled struggled perspired in vain when her turn came to read,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1738,1578-140045-0011,she was obliged to confess she had written nothing you have at least two lines rebecca insisted the teacher for i see them on your slate,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1739,1578-140045-0012,read what you have good or bad little or much i am excusing nobody rebecca rose overcome with secret laughter dread and mortification then in a low voice she read the couplet,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1740,1578-140045-0013,and the training of the young idea seldom appealed to the sense of humor you must stay after school and try again rebecca she said but she said it smilingly your poetry hasn't a very nice idea in it for a good little girl who ought to love duty,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1741,1578-140045-0014,it wasn't my idea said rebecca apologetically i had only made the first line when i saw you were going to ring the bell and say the time was up i had clash written and i couldn't think of anything then but hash or rash or smash i'll change it to this,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1742,1578-140045-0015,having been instructed in the use of the indefinite pronoun one as giving a refined and elegant touch to literary efforts rebecca painstakingly rewrote her composition on solitude giving it all the benefit of miss dearborn's suggestion,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1743,1578-140045-0016,it then appeared in the following form which hardly satisfied either teacher or pupil solitude it would be false to say that one could ever be alone when one has one's lovely thoughts to comfort one,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1744,1578-140045-0017,one sits by one's self it is true but one thinks one opens one's favorite book and reads one's favorite story one speaks to one's aunt or one's brother fondles one's cat,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1745,1578-140045-0018,does one ever feel bereft when one picks up one's chips to light one's fire for one's evening meal or when one washes one's milk pail before milking one's cow one would fancy not r r r,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1746,1578-140045-0019,don't you think calling supper one's evening meal is pretty and isn't bereft a nice word yes that part of it does very well it is the cat the chips and the milk pail that i don't like,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1747,1578-140045-0020,yes i don't like a cow in a composition said the difficult miss dearborn,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1748,1578-140045-0021,for the next week minnie smellie's mother told miranda sawyer that she'd better look after rebecca for she was given to swearing and profane language that she had been heard saying something dreadful that very afternoon saying it before emma jane and living perkins who only laughed,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1749,1578-140045-0022,don't be ugly and obstinate but think real hard when did they chase you up the road and what were you doing a sudden light broke upon rebecca's darkness,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1750,1578-140045-0023,emma jane living and i were walking along and i was ahead i saw the water streaming over the road towards the ditch and it reminded me of uncle tom's cabin at milltown when eliza took her baby and ran across the mississippi on the ice blocks pursued by the bloodhounds,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1751,1578-140045-0024,we couldn't keep from laughing after we came out of the tent because they were acting on such a small platform that eliza had to run round and round,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1752,1578-140045-0025,and part of the time she had to pursue the dog i knew living would remember too so i took off my waterproof and wrapped it round my books for a baby,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1753,1578-140045-0026,just like that the same as eliza did in the play then i leaped from puddle to puddle and living and emma jane pursued me like the bloodhounds it's just like that stupid minnie smellie who doesn't know a game when she sees one and eliza wasn't swearing when she said my god the river,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1754,1578-140045-0027,it was more like praying well you've got no call to be prayin any more than swearin in the middle of the road said miranda but i'm thankful it's no worse you're born to trouble as the sparks fly upward,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1755,1578-140045-0028,an i'm afraid you allers will be till you learn to bridle your unruly tongue i wish sometimes that i could bridle minnie's murmured rebecca as she went to set the table for supper i declare she is the beatin'est child said miranda,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1756,1578-140045-0029,but whether it's for the better or the worse i can't hardly tell till she grows up she's got the making of most anything in her rebecca has but i feel sometimes as if we were not fitted to cope with her stuff an nonsense said miranda,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1757,7264-92314-0000,i say that the few newspaper controllers govern and govern abominably i am right but they only do so as do all new powers by at once alliance with and treason against the old witness harmsworth and the politicians,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1758,7264-92314-0001,this connection has developed in the great capitalist papers a certain character which can be best described by the term official under certain forms of arbitrary government in continental europe ministers once made use of picked,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1759,7264-92314-0002,and rare newspapers to express their views and these newspapers came to be called the official press it was a crude method and has been long abandoned even by the simpler despotic forms of government nothing of that kind exists now of course in the deeper corruption of modern europe,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1760,7264-92314-0003,least of all in england what has grown up here is a press organization of support and favour to the system of professional politics which colours the whole of our great capitalist papers to day in england this gives them so distinct a character of parliamentary falsehood,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1761,7264-92314-0004,and that falsehood is so clearly dictated by their connection with executive power that they merit the title official the regime under which we are now living is that of a plutocracy which has gradually replaced the old aristocratic tradition of england,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1762,7264-92314-0005,this plutocracy a few wealthy interests in part controls in part is expressed by is in part identical with the professional politicians and it has in the existing capitalist press an ally similar to that official press,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1763,7264-92314-0006,which continental nations knew in the past but there is this great difference that the official press of continental experiments never consisted in more than a few chosen organs,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1764,7264-92314-0007,the character of which was well known and the attitude of which contrasted sharply with the rest but our official press for it is no less covers the whole field it has in the region of the great newspapers no competitor indeed it has no competitors at all,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1765,7264-92314-0008,if any one doubts that this adjective official can properly be applied to our capitalist press to day let him ask himself first what the forces are which govern the nation and next whether those forces that government or regime,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1766,7264-92314-0009,could be better served even under a system of permanent censorship than it is in the great dailies of london and the principal provincial capitals is not everything which the regime desires to be suppressed suppressed is not everything which it desires suggested suggested,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1767,7264-92314-0010,and is there any public question which would weaken the regime and the discussion of which is ever allowed to appear in the great capitalist journals there has not been such a case for at least twenty years,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1768,7264-92314-0011,never deals with matters vital to its prestige on the contrary it deliberately side tracks any vital discussion that sincere conviction may have forced upon the public and spoils the scent with false issues,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1769,7264-92314-0012,one paper not a little while ago was clamouring against the excess of lawyers in government its remedy was an opposition to be headed by a lawyer another was very serious upon secret trading with the enemy,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1770,7264-92314-0013,it suppressed for months all reference to the astounding instance of that misdemeanour by the connections of a very prominent professional politician early in the war and refused to comment on the single reference made to this crime in the house of commons,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1771,7264-92314-0014,another clamours for the elimination of enemy financial power in the affairs of this country and yet says not a word upon the auditing of the secret party funds,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1772,7264-92314-0015,i say that the big daily papers have now not only those other qualities dangerous to the state which i have described but that they have become essentially official that is insincere and corrupt in their interested support of that plutocratic complex which in the decay of aristocracy governs england,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1773,7264-92314-0016,they are not independent where power is concerned they do not really criticize they serve a clique whom they should expose and denounce and betray the generality that is the state for whose sake the salaried public servants should be perpetually watched with suspicion and sharply kept in control,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1774,7264-92314-0017,the result is that the mass of englishmen have ceased to obtain or even to expect information upon the way they are governed they are beginning to feel a certain uneasiness they know that their old power of observation over public servants has slipped from them,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1775,7264-92314-0018,they suspect that the known gross corruption of public life and particularly of the house of commons is entrenched behind a conspiracy of silence on the part of those very few who have the power to inform them but as yet they have not passed the stage of such suspicion,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1776,7264-92314-0019,they have not advanced nearly as far as the discovery of the great newspaper owners and their system they are still for the most part duped,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1777,7264-92314-0020,is a very great evil it warps and depletes public information it prevents the just criticism of public servants above all it gives immense and irresponsible power to a handful of wealthy men,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1778,7264-92314-0021,and especially to the one most wealthy and unscrupulous among them whose wealth is an accident of speculation whose origins are repulsive and whose characters have as a rule the weakness and baseness developed by this sort of adventures,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1779,7264-92314-0022,there are among such gutter snipes thousands whose luck ends in the native gutter half a dozen whose luck lands them into millions one or two at most who on the top of such a career go crazy with the ambition of the parvenu and propose to direct the state,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1780,7264-92314-0023,even when gambling adventurers of this sort are known and responsible as they are in professional politics their power is a grave danger possessing as the newspaper owners do every power of concealment and at the same time,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
