FileName,Text,StutterType
1334-135589-0040,now edward who do you think was here to day the reigning belle and the toast of all the gentlemen indeed i must be careful of my heart dear edith who is she,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0000,could have vented such an insinuation he was however frank and generous in his nature and at all times open to conviction so that he had scarce got to the last word of this ungracious retort,"[0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
 0 0 0]"
3699-19402-0001,when his conscience smote him my mother was then conjugally swinging with her left arm twisted under his right in such wise that the inside of her hand rested upon the back of his,"[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
3699-19402-0002,she raised her fingers and let them fall it could scarce be call'd a tap or if it was a tap,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0003,whether twas a tap of remonstrance or a tap of confession my father who was all sensibilities from head to foot,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0004,conscience redoubled her blow he turn'd his face suddenly the other way and my mother supposing his body was about to turn with it in order to move homewards by a cross movement of her right leg,"[4 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
 0 0]"
3699-19402-0005,a thin blue chill pellucid chrystal with all its humours so at rest the least mote or speck of desire might have been seen at the bottom of it had it existed,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0006,my mother madam was so at no time either by nature by institution or example a temperate current of blood ran orderly through her veins in all months of the year,[0 0 0 0 0 3 0 0 0 0 0 3 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0007,which having little or no meaning in them nature is oft times obliged to find one and as for my father's example twas so far from being either aiding or abetting thereunto,[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0]
3699-19402-0008,that twas the whole business of his life to keep all fancies of that kind out of her head nature had done her part to have spared him this trouble and what was not a little inconsistent my father knew it,"[0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
 0 0 0 0 0 0]"
3699-19402-0009,and here am i sitting this twelfth day of august seventeen sixty six in a purple jerkin and yellow pair of slippers without either wig or cap on a most tragicomical completion of his prediction,"[0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
 0 0]"
1334-135589-0041,no less than one with whom you were formerly well acquainted edward patience heatherstone patience heatherstone cried edward the toast of all london yes and deservedly so,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0010,for certainly key holes were made for other purposes and considering the act as an act which interfered with a true proposition and denied a key hole to be what it was,[0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0011,it became a violation of nature and was so far you see criminal it is for this reason an please your reverences that key holes are the occasions of more sin and wickedness than all other holes,"[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
3699-19402-0012,though the corporal had been as good as his word in putting my uncle toby's great ramallie wig into pipes yet the time was too short to produce any great effects from it it had lain many years squeezed up in the corner of his old campaign trunk,"[0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
3699-19402-0013,twould have cost her ladyship a smile it curl'd every where but where the corporal would have it and where a buckle or two in his opinion would have done it honour he could as soon have raised the dead,"[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
3699-19402-0014,such it was or rather such would it have seem'd upon any other brow but the sweet look of goodness which sat upon my uncle toby's assimilated every thing around it so sovereignly to itself,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0015,and nature had moreover wrote gentleman with so fair a hand in every line of his countenance that even his tarnish'd gold laced hat and huge cockade of flimsy taffeta became him,[0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0]
3699-19402-0016,in a period of fifteen or sixteen years since they had been made by a total inactivity in my uncle toby's life for he seldom went further than the bowling green,[0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0]
3699-19402-0017,and to shorten all description they shone so bright against the sun that morning and had so metallick and doughty an air with them that had my uncle toby thought of attacking in armour nothing could have so well imposed upon his imagination,"[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
3699-19402-0018,and with his hair tuck'd up under his montero cap which he had furbish'd up for the occasion,[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0019,a whiff of military pride had puff'd out his shirt at the wrist and upon that in a black leather thong clipp'd into a tassel beyond the knot hung the corporal's stick my uncle toby carried his cane,"[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
1334-135589-0042,i can assure you but she is as good as she is handsome and moreover treats all the gay gallants with perfect indifference she is staying with her uncle sir ashley cooper and her father is also in town,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
3699-19402-0020,like a pike it looks well at least quoth my father to himself,[0 0 0 0 0 5 0 0 0 0 0 0 0]
3699-19402-0021,my uncle toby turn'd his head more than once behind him to see how he was supported by the corporal and the corporal as oft as he did it gave a slight flourish with his stick,[0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0022,but not vapouringly and with the sweetest accent of most respectful encouragement bid his honour never fear now my uncle toby did fear and grievously too,[0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0]
3699-19402-0023,infinite was his pity nor would the most courteous knight of romance have gone further at least upon one leg to have wiped away a tear from a woman's eye,[0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0024,and yet excepting once that he was beguiled into it by missus wadman he had never looked stedfastly into one and would often tell my father in the simplicity of his heart,[0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0025,she cannot quoth my uncle toby halting when they had march'd up to within twenty paces of missus wadman's door she cannot corporal take it amiss,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0026,your honour replied the corporal knows of tom's misfortunes but this affair has nothing to do with them any further than this,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0027,that if tom had not married the widow or had it pleased god after their marriage that they had but put pork into their sausages the honest soul had never been taken out of his warm bed and dragg'd to the inquisition,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
3699-19402-0028,when once a poor creature is in he is in an please your honour for ever tis very true said my uncle toby looking gravely at missus wadman's house as he spoke nothing,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0029,said my uncle toby musing whilst a man is free cried the corporal giving a flourish with his stick thus,[0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1334-135589-0043,with her to day when did you hear from humphrey edith a few days back he has left the cottage now altogether indeed where does he reside then at arnwood the house has been rebuilt,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19402-0030,a thousand of my father's most subtle syllogisms could not have said more for celibacy my uncle toby look'd earnestly towards his cottage and his bowling green,[0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 4 0 0 0]
3699-47246-0000,chapter four i am by no means sure that if the good people of milby had known the truth about the countess czerlaski they would not have been considerably disappointed to find that it was very far from being as bad as they imagined,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
3699-47246-0001,nice distinctions are troublesome it is so much easier to say that a thing is black than to discriminate the particular shade of brown blue or green to which it really belongs,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0002,besides think of all the virtuous declamation all the penetrating observation which had been built up entirely on the fundamental position that the countess was a very objectionable person indeed,[0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 5 0 0 0 0 0]
3699-47246-0003,and which would be utterly overturned and nullified by the destruction of that premiss missus phipps the banker's wife and missus landor the attorney's wife had invested part of their reputation for acuteness,[0 0 0 0 0 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0]
3699-47246-0004,had no compensating superiority in virtue to set against the other lady's manifest superiority in personal charms miss phipps's stumpy figure and unsuccessful attire,[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0005,instead of looking down from a mount of virtue with an aureole round its head would then be seen on the same level and in the same light as the countess czerlaski's diana like form and well chosen drapery,"[0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
 0 0]"
3699-47246-0006,miss phipps for her part didn't like dressing for effect she had always avoided that style of appearance which was calculated to create a sensation,[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0007,then what amusing innuendoes of the milby gentlemen over their wine would have been entirely frustrated and reduced to nought if you had told them that the countess had really been guilty of no misdemeanours which demanded her exclusion from strictly respectable society,"[0 0 0 0 0 0 0 0 3 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0
 2 0 0 0 0 0 0 0 0]"
3699-47246-0008,had subsequently given dancing lessons in the metropolis that mister bridmain was neither more nor less than her half brother who by unimpeached integrity and industry,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1334-135589-0044,and i understand is a very princely mansion humphrey has charge of it until it is ascertained to whom it is to belong it belongs to mister heatherstone does it not replied edward,[0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0009,had won a partnership in a silk manufactory and thereby a moderate fortune that enabled him to retire as you see to study politics the weather and the art of conversation at his leisure,[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0010,mister bridmain in fact quadragenarian bachelor as he was felt extremely well pleased to receive his sister in her widowhood and to shine in the reflected light of her beauty and title,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0011,every man who is not a monster a mathematician or a mad philosopher is the slave of some woman or other mister bridmain had put his neck under the yoke of his handsome sister and though his soul was a very little one,"[0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
3699-47246-0012,of the smallest description indeed he would not have ventured to call it his own he might be slightly recalcitrant now and then as is the habit of long eared pachyderms under the thong of the fair countess's tongue,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0013,and there was always the possibility that mister bridmain's first nuptials might occur before the countess was quite sure of her second as it was however he submitted to all his sister's caprices,[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0]
3699-47246-0014,as personages on the debatable ground between aristocracy and commonalty instead of settling in some spot where his five hundred a year might have won him the definite dignity of a parochial magnate,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0015,whom he initiated into the mysteries of the pas de bas and the lancers quadrilles she had had seven years of sufficiently happy matrimony with czerlaski who had taken her to paris and germany,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0016,not indeed any very ripe and comprehensive wisdom but much external polish and certain practical conclusions of a very decided kind,[0 0 0 0 3 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0017,one of these conclusions was that there were things more solid in life than fine whiskers and a title and that in accepting a second husband,[0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0]
3699-47246-0018,was difficult to be met with at watering places which were already preoccupied with abundance of angling beauties and were chiefly stocked with men whose whiskers might be dyed and whose incomes were still more problematic,"[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
1334-135589-0045,how can you say so edward you received humphrey's letters a long while ago yes i did but let us not talk about it any more my dear edith i am in great perplexity,[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
103-1240-0025,whence you got a glimpse of the bloom white cherry trees in the left orchard and nodding slender birches down in the hollow by the brook was greened over by a tangle of vines here sat marilla cuthbert when she sat at all always slightly distrustful of sunshine,"[0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 3 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
3699-47246-0019,so she had determined on trying a neighbourhood where people were extremely well acquainted with each other's affairs and where the women were mostly ill dressed and ugly,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0]
3699-47246-0020,and give him at least a sort of cousinship to the quarter sessions all this which was the simple truth would have seemed extremely flat to the gossips of milby who had made up their minds to something much more exciting,"[0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
3699-47246-0021,there was nothing here so very detestable it is true the countess was a little vain a little ambitious a little selfish a little shallow and frivolous a little given to white lies but,[0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0022,who considers such slight blemishes such moral pimples as these disqualifications for entering into the most respectable society indeed,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0023,the severest ladies in milby would have been perfectly aware that these characteristics would have created no wide distinction between the countess czerlaski and themselves and since it was clear there was a wide distinction,"[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
3699-47246-0024,why it must lie in the possession of some vices from which they were undeniably free hence it came to pass that milby respectability refused to recognize the countess czerlaski,[0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0]
3699-47246-0025,in spite of her assiduous church going and the deep disgust she was known to have expressed at the extreme paucity of the congregations on ash wednesdays,[0 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0026,so she began to feel that she had miscalculated the advantages of a neighbourhood where people are well acquainted with each other's private affairs,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-47246-0027,and shuns a coldly satirical eye as she would shun a gorgon and she was especially eager for clerical notice and friendship not merely because that is quite the most respectable countenance to be obtained in society,"[0 0 0 0 2 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
 0 0 0]"
